latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.791,106.1687,315.4,1.8,1.3,2023-08-10,0628,Aqua,MODIS,67,61.03,296.3,15.7,D,0
-2.7933,106.153,315.7,1.8,1.3,2023-08-10,0628,Aqua,MODIS,66,61.03,296.4,16.9,D,0
-2.6216,106.2959,321.8,1.7,1.3,2023-08-10,0628,Aqua,MODIS,76,61.03,297,28.2,D,0
-2.6237,106.2807,321.6,1.7,1.3,2023-08-10,0628,Aqua,MODIS,75,61.03,296.2,28.1,D,0
-2.0407,105.95,317.2,1.8,1.3,2023-08-10,0628,Aqua,MODIS,72,61.03,296.7,18.9,D,0
-2.043,105.9341,317,1.8,1.3,2023-08-10,0628,Aqua,MODIS,71,61.03,297,18.8,D,0
-1.921,105.7568,315.5,1.8,1.3,2023-08-10,0628,Aqua,MODIS,69,61.03,297.8,17.1,D,0
-1.8901,105.6346,318.7,1.9,1.3,2023-08-10,0629,Aqua,MODIS,74,61.03,296.2,22.4,D,0
-1.7601,105.6431,319.9,1.9,1.3,2023-08-10,0629,Aqua,MODIS,72,61.03,297.3,25.1,D,0
-1.7667,105.639,320.4,1.9,1.3,2023-08-10,0629,Aqua,MODIS,77,61.03,296.7,27.8,D,0
-2.5925,106.0937,333.4,1.9,1.3,2023-08-11,0710,Aqua,MODIS,64,61.03,280.6,79.6,D,0
-2.1108,105.8681,330.7,1.8,1.3,2023-08-11,0710,Aqua,MODIS,81,61.03,295,48.5,D,0
-1.9618,105.7751,313.9,1.8,1.3,2023-08-11,0710,Aqua,MODIS,37,61.03,296.9,11.9,D,0
-1.9275,105.541,333.1,1.7,1.3,2023-08-11,0710,Aqua,MODIS,85,61.03,299.1,53.4,D,0
-1.867,105.5733,315.2,1.7,1.3,2023-08-11,0710,Aqua,MODIS,36,61.03,297,13.1,D,0
-1.8276,105.4435,323.8,1.7,1.3,2023-08-11,0710,Aqua,MODIS,76,61.03,299.1,28.5,D,0
-1.7405,105.5633,317.8,1.7,1.3,2023-08-11,0710,Aqua,MODIS,56,61.03,296.9,17,D,0
-3.0579,105.297,311.5,4.1,1.9,2023-08-12,0614,Aqua,MODIS,61,61.03,294.7,48.4,D,0
-2.03,105.6179,315.5,3.7,1.8,2023-08-12,0614,Aqua,MODIS,64,61.03,294,55.5,D,0
-1.7776,105.5364,311.4,3.8,1.8,2023-08-12,0614,Aqua,MODIS,36,61.03,292.7,30.6,D,0
-1.7694,105.5276,313.6,3.8,1.8,2023-08-12,0614,Aqua,MODIS,59,61.03,292.3,45,D,0
-1.9514,105.5251,313.5,1,1,2023-08-13,0656,Aqua,MODIS,52,61.03,296.2,5.9,D,0
-2.1129,105.8767,323.6,1.1,1,2023-08-13,0656,Aqua,MODIS,52,61.03,292.5,18.6,D,0
-2.082,105.7661,313.6,1.1,1,2023-08-13,0656,Aqua,MODIS,55,61.03,292.6,7,D,0
-2.0196,105.7504,360.9,1.1,1,2023-08-13,0656,Aqua,MODIS,100,61.03,298.7,89.1,D,0
-2.021,105.741,315.8,1.1,1,2023-08-13,0656,Aqua,MODIS,64,61.03,297.3,7.3,D,0
-2.0085,105.634,321.1,1.1,1,2023-08-13,0656,Aqua,MODIS,73,61.03,291.1,13.2,D,0
-1.9784,105.6487,313.6,1.1,1,2023-08-13,0656,Aqua,MODIS,57,61.03,292.5,5.8,D,0
-2.0216,105.3531,336.7,1,1,2023-08-13,0656,Aqua,MODIS,88,61.03,295.4,33.8,D,0
-1.9528,105.5158,312.2,1,1,2023-08-13,0656,Aqua,MODIS,40,61.03,295.3,5,D,0
-1.9188,105.5582,335.2,1,1,2023-08-13,0656,Aqua,MODIS,87,61.03,294.6,30.8,D,0
-1.9201,105.5489,337.1,1,1,2023-08-13,0656,Aqua,MODIS,88,61.03,294.2,34.5,D,0
-1.9215,105.5396,311.8,1,1,2023-08-13,0656,Aqua,MODIS,27,61.03,292.4,4.6,D,0
-1.9472,105.2992,311.2,1,1,2023-08-13,0656,Aqua,MODIS,28,61.03,288,3.7,D,0
-1.7911,105.4233,313.1,1,1,2023-08-13,0656,Aqua,MODIS,54,61.03,295.1,5.1,D,0
-1.7245,105.4986,326.4,1,1,2023-08-13,0656,Aqua,MODIS,79,61.03,294.8,18.8,D,0
-1.6505,105.4338,323.1,1,1,2023-08-13,0656,Aqua,MODIS,75,61.03,300.8,11.9,D,0
-2.4025,106.1595,315.4,1.1,1.1,2023-08-15,0248,Terra,MODIS,59,61.03,290,10.7,D,0
-2.955,105.4975,314.4,1.2,1.1,2023-08-15,0248,Terra,MODIS,25,61.03,297.6,9.2,D,0
-2.5342,106.2135,314.8,1.1,1,2023-08-15,0641,Aqua,MODIS,54,61.03,295,7.2,D,0
-2.5356,106.2039,327.4,1.1,1,2023-08-15,0641,Aqua,MODIS,81,61.03,297.2,21.7,D,0
-2.1692,105.8194,327.3,1.1,1.1,2023-08-15,0641,Aqua,MODIS,80,61.03,295.7,24.2,D,0
-2.0838,105.7697,317.1,1.1,1.1,2023-08-15,0641,Aqua,MODIS,67,61.03,291.7,13.1,D,0
-2.0343,105.4119,319.5,1.2,1.1,2023-08-15,0641,Aqua,MODIS,73,61.03,293.9,12.7,D,0
-2.0358,105.4015,322.3,1.2,1.1,2023-08-15,0641,Aqua,MODIS,77,61.03,295.4,16.4,D,0
-1.9737,105.5618,319.1,1.2,1.1,2023-08-15,0641,Aqua,MODIS,73,61.03,290.5,13.8,D,0
-1.8815,105.3991,317.7,1.2,1.1,2023-08-15,0641,Aqua,MODIS,56,61.03,295.8,11.6,D,0
-1.6434,106.0044,320.4,1.1,1,2023-08-15,0641,Aqua,MODIS,69,61.03,298.3,12.3,D,0
-2.7933,106.5338,363.8,1.1,1,2023-08-15,0641,Aqua,MODIS,100,61.03,282.5,104.4,D,0
-2.7029,106.1205,346.4,1.1,1.1,2023-08-15,0641,Aqua,MODIS,94,61.03,296.9,54.8,D,0
-2.7043,106.1106,321.4,1.1,1.1,2023-08-15,0641,Aqua,MODIS,52,61.03,298,12.9,D,0
-2.7183,106.0117,359.7,1.1,1.1,2023-08-15,0641,Aqua,MODIS,99,61.03,299.6,93.2,D,0
-2.6968,106.124,318.4,1.1,1,2023-08-15,0641,Aqua,MODIS,71,61.03,295.5,10.9,D,0
-2.6982,106.1142,322.8,1.1,1.1,2023-08-15,0641,Aqua,MODIS,76,61.03,297.1,16.1,D,0
-2.7126,106.0154,338,1.1,1.1,2023-08-15,0641,Aqua,MODIS,89,61.03,298.4,40,D,0
-2.714,106.0055,331.6,1.1,1.1,2023-08-15,0641,Aqua,MODIS,84,61.03,298.9,28.5,D,0
-2.7075,105.9843,318.3,1.1,1.1,2023-08-15,0641,Aqua,MODIS,71,61.03,297.9,11.4,D,0
-3.093,105.1268,317.7,2.7,1.6,2023-08-16,0329,Terra,MODIS,73,61.03,288.9,48.9,D,0
-2.6594,106.1721,310.3,1.9,1.4,2023-08-17,0627,Aqua,MODIS,46,61.03,290.3,11,D,0
-2.6618,106.1551,311.1,1.9,1.4,2023-08-17,0627,Aqua,MODIS,48,61.03,291.9,13.3,D,0
-2.6185,106.0719,314.2,2,1.4,2023-08-17,0627,Aqua,MODIS,55,61.03,293,18.5,D,0
-1.9297,105.3123,316.3,2.2,1.4,2023-08-17,0627,Aqua,MODIS,70,61.03,294.1,24.9,D,0
-1.9305,105.3073,316.9,2.2,1.4,2023-08-17,0627,Aqua,MODIS,70,61.03,294.4,26.5,D,0
-3.0686,105.3925,309,1.3,1.1,2023-08-18,0313,Terra,MODIS,36,61.03,291,8.3,D,0
-2.6783,106.4336,312.2,2.1,1.4,2023-08-19,1434,Terra,MODIS,84,61.03,290.9,27.5,N,0
-2.5842,106.4939,329.5,1,1,2023-08-20,0256,Terra,MODIS,82,61.03,297.5,20.9,D,0
-2.8926,105.4458,316,1,1,2023-08-20,0256,Terra,MODIS,30,61.03,298.5,7.9,D,0
-1.8339,106.0231,315.1,1,1,2023-08-20,0256,Terra,MODIS,60,61.03,296.6,5.3,D,0
-2.8135,106.3883,318.1,1.1,1,2023-08-20,0654,Aqua,MODIS,63,61.03,296,10.2,D,0
-2.8277,106.1651,320.9,1,1,2023-08-20,0654,Aqua,MODIS,72,61.03,298.2,10.5,D,0
-2.8291,106.1558,345.9,1,1,2023-08-20,0654,Aqua,MODIS,93,61.03,299.4,48.2,D,0
-2.6952,106.3203,315.9,1.1,1,2023-08-20,0654,Aqua,MODIS,38,61.03,296.7,6.5,D,0
-2.6229,106.1793,321.6,1,1,2023-08-20,0654,Aqua,MODIS,55,61.03,292.3,14.1,D,0
-2.5963,106.0434,327.3,1,1,2023-08-20,0654,Aqua,MODIS,79,61.03,297.3,18.5,D,0
-1.884,105.5592,326.1,1,1,2023-08-20,0654,Aqua,MODIS,79,61.03,295.5,15.3,D,0
-1.8827,105.5682,339.7,1,1,2023-08-20,0654,Aqua,MODIS,89,61.03,295.9,34.8,D,0
-1.9046,105.5437,315.6,1,1,2023-08-20,0654,Aqua,MODIS,62,61.03,297.3,5.3,D,0
-1.9033,105.5528,316.4,1,1,2023-08-20,0654,Aqua,MODIS,61,61.03,297.3,5.9,D,0
-1.9031,105.6173,324.4,1,1,2023-08-20,0654,Aqua,MODIS,61,61.03,295,14.4,D,0
-1.9005,105.6354,324,1,1,2023-08-20,0654,Aqua,MODIS,76,61.03,292.1,14.2,D,0
-1.8992,105.6445,331.4,1,1,2023-08-20,0654,Aqua,MODIS,83,61.03,291.9,24.4,D,0
-3.1061,105.1456,328.8,1.4,1.2,2023-08-22,0639,Aqua,MODIS,78,61.03,290,36.1,D,0
-3.0976,105.1321,353.7,1.4,1.2,2023-08-22,0639,Aqua,MODIS,84,61.03,290,103.4,D,0
-2.8266,106.5081,321.7,1.1,1.1,2023-08-22,0639,Aqua,MODIS,69,61.03,305.5,11.2,D,0
-2.8384,106.2936,313.1,1.2,1.1,2023-08-22,0639,Aqua,MODIS,57,61.03,293.5,10.1,D,0
-2.8001,106.1517,317.1,1.2,1.1,2023-08-22,0639,Aqua,MODIS,68,61.03,299.8,8.6,D,0
-2.6566,106.4106,314.5,1.1,1.1,2023-08-22,0639,Aqua,MODIS,49,61.03,294.9,6.1,D,0
-2.2951,106.0957,314.2,1.2,1.1,2023-08-22,0640,Aqua,MODIS,60,61.03,299,6.1,D,0
-1.9958,105.8904,314.5,1.2,1.1,2023-08-22,0640,Aqua,MODIS,63,61.03,296.7,7.9,D,0
-2.012,105.8663,321.9,1.2,1.1,2023-08-22,0640,Aqua,MODIS,75,61.03,298.7,15.7,D,0
-2.0105,105.8767,322.3,1.2,1.1,2023-08-22,0640,Aqua,MODIS,76,61.03,298.9,15.8,D,0
-2.2078,105.8526,343.4,1.2,1.1,2023-08-22,0640,Aqua,MODIS,92,61.03,298.6,56.1,D,0
-2.2063,105.8632,345.7,1.2,1.1,2023-08-22,0640,Aqua,MODIS,93,61.03,299,61.1,D,0
-3.0131,106.7005,304.2,1,1,2023-08-22,1459,Terra,MODIS,27,61.03,293.9,3.6,N,0
-3.022,106.7018,310.8,1,1,2023-08-22,1459,Terra,MODIS,81,61.03,294.8,7.9,N,0
-1.6433,105.554,314.2,2.3,1.5,2023-08-24,0625,Aqua,MODIS,57,61.03,291,22.1,D,0
-1.7765,105.9539,304.5,1.5,1.2,2023-08-24,1442,Terra,MODIS,60,61.03,291.6,8.2,N,0
-2.9569,106.8248,318.5,1.2,1.1,2023-08-25,0304,Terra,MODIS,75,61.03,284.5,18.6,D,0
-2.9585,106.8355,321.3,1.2,1.1,2023-08-25,0304,Terra,MODIS,78,61.03,283.4,22.6,D,0
-2.8891,106.3647,324.2,1,1,2023-08-27,0652,Aqua,MODIS,77,61.03,299.7,15,D,0
-2.8904,106.3556,319.4,1,1,2023-08-27,0652,Aqua,MODIS,70,61.03,299.4,9.9,D,0
-2.888,106.3026,317.1,1,1,2023-08-27,0652,Aqua,MODIS,50,61.03,299.2,8,D,0
-2.8893,106.2935,315.9,1,1,2023-08-27,0652,Aqua,MODIS,48,61.03,298.5,6.6,D,0
-1.5681,105.9702,305.3,1.1,1,2023-08-27,1507,Terra,MODIS,28,61.03,294.8,4.8,N,0
-3.051,105.3006,310.2,2.7,1.6,2023-08-28,0328,Terra,MODIS,57,61.03,293.4,23.8,D,0
-2.2903,106.1224,320.6,1.2,1.1,2023-08-29,0638,Aqua,MODIS,73,61.03,295.7,14.9,D,0
-2.2902,106.1167,316.6,1.2,1.1,2023-08-29,0638,Aqua,MODIS,35,61.03,296.1,9.3,D,0
-2.7272,105.9927,327,1.3,1.1,2023-08-29,0638,Aqua,MODIS,80,61.03,296.7,27.7,D,0
-2.7289,105.9814,315.3,1.3,1.1,2023-08-29,0638,Aqua,MODIS,64,61.03,296.9,11.1,D,0
-2.6275,106.6201,321.7,1.2,1.1,2023-08-29,0638,Aqua,MODIS,74,61.03,299.8,13.7,D,0
-2.837,106.1579,316.5,1.3,1.1,2023-08-29,0638,Aqua,MODIS,67,61.03,298.8,9.2,D,0
-2.8357,106.1634,315,1.3,1.1,2023-08-29,0638,Aqua,MODIS,62,61.03,299,7.1,D,0
-2.8108,106.1258,315.3,1.3,1.1,2023-08-29,0638,Aqua,MODIS,63,61.03,298.1,9.5,D,0
-2.6371000000000002,106.6215,317.1,1.2,1.1,2023-08-29,0638,Aqua,MODIS,53,61.03,300.2,7.4,D,0
-1.9734,105.266,308.6,1.3,1.1,2023-08-29,1450,Terra,MODIS,75,61.03,282.5,12.3,N,0
-2.8826,105.6582,311.9,1.4,1.2,2023-08-30,0312,Terra,MODIS,55,61.03,293.7,10.7,D,0
-2.8509,105.2736,319.8,1,1,2023-09-01,0255,Terra,MODIS,71,61.03,300.1,11.6,D,0
-2.8522,105.2826,319.7,1,1,2023-09-01,0255,Terra,MODIS,70,61.03,299,11.4,D,0
-1.8649,105.7657,303.8,1.4,1.2,2023-09-01,1514,Terra,MODIS,57,61.03,293.5,6.3,N,0
-1.8632,105.778,309.6,1.4,1.2,2023-09-01,1514,Terra,MODIS,78,61.03,294,12.1,N,0
-3.0572,105.3042,311.2,3.9,1.8,2023-09-02,0336,Terra,MODIS,61,61.03,295.8,40.8,D,0
-2.8839,105.6338,316.8,1.7,1.3,2023-09-03,0239,Terra,MODIS,36,61.03,300.8,16.8,D,0
-2.559,106.1641,319.5,1,1,2023-09-03,0650,Aqua,MODIS,62,61.03,302.1,7.7,D,0
-2.5603,106.1552,327.9,1,1,2023-09-03,0650,Aqua,MODIS,79,61.03,302.7,16.6,D,0
-2.4156,105.3734,320.5,1,1,2023-09-03,0650,Aqua,MODIS,37,61.03,301.8,9.5,D,0
-2.8018,106.4636,319.4,1,1,2023-09-03,0650,Aqua,MODIS,68,61.03,298.4,8.9,D,0
-2.8493,106.1348,316.7,1,1,2023-09-03,0650,Aqua,MODIS,26,61.03,302.7,5.5,D,0
-2.8391,106.1423,317,1,1,2023-09-03,0650,Aqua,MODIS,38,61.03,302.9,5.5,D,0
-2.8404,106.1335,325.9,1,1,2023-09-03,0650,Aqua,MODIS,69,61.03,302.4,14.9,D,0
-2.8263,106.1676,323.8,1,1,2023-09-03,0650,Aqua,MODIS,75,61.03,304.2,11.9,D,0
-2.79,106.0291,315.5,1,1,2023-09-03,0650,Aqua,MODIS,43,61.03,300.6,7.2,D,0
-2.7051,105.9206,326.2,1,1,2023-09-03,0650,Aqua,MODIS,0,61.03,302.5,15.7,D,0
-2.6706,106.0332,327.8,1,1,2023-09-03,0650,Aqua,MODIS,79,61.03,302.9,17,D,0
-2.6719,106.0243,323,1,1,2023-09-03,0650,Aqua,MODIS,73,61.03,302.5,11.7,D,0
-1.7425,105.8279,317.1,1,1,2023-09-03,0651,Aqua,MODIS,44,61.03,297.6,6.2,D,0
-1.9069,105.2596,321.1,1,1,2023-09-03,0651,Aqua,MODIS,51,61.03,303.4,8.1,D,0
-2.165,105.8324,333.5,1,1,2023-09-03,0651,Aqua,MODIS,84,61.03,296.6,26.7,D,0
-2.1637,105.8413,319,1,1,2023-09-03,0651,Aqua,MODIS,66,61.03,299.5,9.4,D,0
-2.5602,106.7503,304.9,1,1,2023-09-03,1458,Terra,MODIS,45,61.03,294.7,5.2,N,0
-1.7153,105.8772,309.2,1,1,2023-09-03,1458,Terra,MODIS,74,61.03,295,7.5,N,0
-2.7016,105.2072,316.2,1.8,1.3,2023-09-04,0319,Terra,MODIS,67,61.03,297.8,18.5,D,0
-2.7958,106.5253,322.8,1.3,1.1,2023-09-05,0636,Aqua,MODIS,76,61.03,293.2,19.3,D,0
-2.7799,106.1283,346.4,1.4,1.2,2023-09-05,0636,Aqua,MODIS,94,61.03,296.1,76,D,0
-2.6755,106.5834,316.2,1.3,1.1,2023-09-05,0636,Aqua,MODIS,62,61.03,293.8,10.6,D,0
-2.7185,106.0644,316.9,1.4,1.2,2023-09-05,0636,Aqua,MODIS,71,61.03,296.4,13.3,D,0
-1.9254,105.333,311.2,1.5,1.2,2023-09-05,0636,Aqua,MODIS,63,61.03,274.9,16,D,0
-1.9905,105.2157,314.2,1,1,2023-09-06,0303,Terra,MODIS,64,61.03,293.5,5.1,D,0
-2.5939,106.4092,307,1.1,1.1,2023-09-08,1505,Terra,MODIS,66,61.03,293.8,6.6,N,0
-1.8706,105.9329,318.2,1.1,1,2023-09-08,1506,Terra,MODIS,96,61.03,293.8,15.8,N,0
-1.8692,105.9425,312.2,1.1,1,2023-09-08,1506,Terra,MODIS,83,61.03,293.7,10.2,N,0
-2.9593,105.4862,307.9,2.7,1.6,2023-09-09,0327,Terra,MODIS,33,61.03,290.9,18.2,D,0
-2.5536,106.1915,308.6,3,1.7,2023-09-09,0327,Terra,MODIS,36,61.03,289.7,25.4,D,0
-2.9626,105.51,307.6,2.7,1.6,2023-09-09,0327,Terra,MODIS,35,61.03,289,18.6,D,0
-2.8939,106.5102,318.4,1,1,2023-09-10,0648,Aqua,MODIS,63,61.03,301.5,8.5,D,0
-2.9043,106.3758,320.3,1,1,2023-09-10,0648,Aqua,MODIS,71,61.03,299.4,9.4,D,0
-2.8014,106.3914,313.5,1,1,2023-09-10,0648,Aqua,MODIS,35,61.03,296.4,6.3,D,0
-2.7472,106.2501,318.1,1,1,2023-09-10,0648,Aqua,MODIS,67,61.03,299.7,7.2,D,0
-2.6314,106.4811,327.9,1,1,2023-09-10,0648,Aqua,MODIS,80,61.03,298.5,18.2,D,0
-2.6738,106.1248,363.7,1,1,2023-09-10,0648,Aqua,MODIS,100,61.03,300.1,88.8,D,0
-2.6751,106.1159,373.5,1,1,2023-09-10,0648,Aqua,MODIS,100,61.03,301,120.9,D,0
-2.683,105.9348,315.8,1,1,2023-09-10,0648,Aqua,MODIS,45,61.03,296.5,5.8,D,0
-2.6843,105.9258,323.6,1,1,2023-09-10,0648,Aqua,MODIS,75,61.03,297.5,13.3,D,0
-2.5843,106.4924,318.4,1,1,2023-09-10,0648,Aqua,MODIS,66,61.03,300.7,6,D,0
-2.5856,106.4835,322,1,1,2023-09-10,0648,Aqua,MODIS,73,61.03,301.2,9.7,D,0
-2.5607,106.3919,319.1,1,1,2023-09-10,0648,Aqua,MODIS,53,61.03,298.9,9.1,D,0
-2.5609,106.2018,317.1,1,1,2023-09-10,0648,Aqua,MODIS,63,61.03,298.6,5.6,D,0
-2.3923,106.156,322.7,1,1,2023-09-10,0648,Aqua,MODIS,74,61.03,296.1,13.6,D,0
-1.9536,106.0712,321.5,1,1,2023-09-10,0649,Aqua,MODIS,73,61.03,300.2,8.7,D,0
-2.7429,106.1448,305.5,1.2,1.1,2023-09-10,1449,Terra,MODIS,65,61.03,294.1,6.1,N,0
-3.0557,105.2953,314.1,3.7,1.8,2023-09-11,0730,Aqua,MODIS,56,61.03,295.5,44.9,D,0
-2.7732,105.6198,314.7,4,1.9,2023-09-11,0730,Aqua,MODIS,20,61.03,295.6,50.3,D,0
-2.7787,105.5849,315.6,3.9,1.8,2023-09-11,0730,Aqua,MODIS,42,61.03,295.5,58.4,D,0
-1.8624,105.9702,309.9,2.3,1.5,2023-09-12,1433,Terra,MODIS,79,61.03,292.1,26.7,N,0
-1.8647,105.9652,306.6,2.3,1.5,2023-09-12,1433,Terra,MODIS,69,61.03,292.1,19.3,N,0
-3.0659,105.3947,314.8,1,1,2023-09-13,0254,Terra,MODIS,39,61.03,298.6,7.4,D,0
-2.2546,106.2176,319.4,1,1,2023-09-13,0254,Terra,MODIS,0,61.03,300.9,8.2,D,0
-2.6115,106.706,317.9,1,1,2023-09-13,0254,Terra,MODIS,63,61.03,301.2,6.4,D,0
-2.8309,106.5234,317.5,2.4,1.5,2023-09-13,0715,Aqua,MODIS,33,61.03,297.4,25.4,D,0
-2.6418,106.266,304.2,1.4,1.2,2023-09-13,1513,Terra,MODIS,58,61.03,291.7,8.4,N,0
-2.6437,106.2533,305.6,1.4,1.2,2023-09-13,1513,Terra,MODIS,65,61.03,291,9.8,N,0
-2.1747,105.8118,313.7,3,1.7,2023-09-14,0619,Aqua,MODIS,45,61.03,290.2,34.7,D,0
-2.1756,105.8189,310.4,3,1.7,2023-09-14,0619,Aqua,MODIS,25,61.03,290.6,21.4,D,0
-3.0531,105.3037,317,1.8,1.3,2023-09-15,0238,Terra,MODIS,31,61.03,298.8,19.2,D,0
-3.1129,105.6171,318,1.1,1.1,2023-09-15,0701,Aqua,MODIS,61,61.03,299.4,9.4,D,0
-2.9104,106.5604,317.5,1.3,1.1,2023-09-15,0701,Aqua,MODIS,58,61.03,300.3,10.1,D,0
-2.9121,106.5492,317.9,1.3,1.1,2023-09-15,0701,Aqua,MODIS,53,61.03,300.9,9.7,D,0
-2.9267,106.3813,321.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,69,61.03,301.9,11.7,D,0
-3.0898,105.2087,336.3,1.1,1,2023-09-15,0701,Aqua,MODIS,86,61.03,302.9,32.5,D,0
-3.0912,105.1992,328.8,1.1,1,2023-09-15,0701,Aqua,MODIS,79,61.03,301.7,21.2,D,0
-3.0968,105.161,330.3,1.1,1,2023-09-15,0701,Aqua,MODIS,81,61.03,301.5,22.6,D,0
-3.0982,105.1515,323.9,1.1,1,2023-09-15,0701,Aqua,MODIS,73,61.03,304.7,13.8,D,0
-2.9021,106.4114,344.9,1.2,1.1,2023-09-15,0701,Aqua,MODIS,92,61.03,302.9,59.3,D,0
-2.6882,106.0639,322.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,71,61.03,300.8,12.8,D,0
-2.7352,105.4391,359.2,1.1,1.1,2023-09-15,0701,Aqua,MODIS,99,61.03,306.2,86.1,D,0
-2.7367,105.4293,347,1.1,1.1,2023-09-15,0701,Aqua,MODIS,93,61.03,304.9,52.4,D,0
-2.7213,105.2083,319.8,1.1,1,2023-09-15,0701,Aqua,MODIS,67,61.03,300.6,9.7,D,0
-2.4799,106.4319,332.6,1.3,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,299,29.6,D,0
-2.5026,106.2769,325.7,1.2,1.1,2023-09-15,0701,Aqua,MODIS,75,61.03,303,15.1,D,0
-2.4356,106.2379,323.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,304.2,11.2,D,0
-2.4045,106.2444,322.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,62,61.03,302.5,10.1,D,0
-1.9792,105.3089,316.5,1.1,1.1,2023-09-15,0701,Aqua,MODIS,63,61.03,289.5,10.9,D,0
-1.7742,105.5845,321.2,1.2,1.1,2023-09-15,0701,Aqua,MODIS,61,61.03,299.3,12.7,D,0
-1.7757,105.5743,330.3,1.2,1.1,2023-09-15,0701,Aqua,MODIS,71,61.03,295.4,26.8,D,0
-1.581,105.5126,321.1,1.2,1.1,2023-09-15,0701,Aqua,MODIS,64,61.03,302.9,10.3,D,0
-2.7215,106.5973,311.3,1,1,2023-09-15,1456,Terra,MODIS,81,61.03,294.7,8,N,0
-1.849,105.7338,307.3,1,1,2023-09-15,1457,Terra,MODIS,66,61.03,293.2,6.1,N,0
-2.107,105.3691,310.9,1.7,1.3,2023-09-16,0318,Terra,MODIS,47,61.03,292.1,12.2,D,0
-3.0768,105.2217,318.7,1.1,1.1,2023-09-17,0646,Aqua,MODIS,71,61.03,296.5,11.2,D,0
-2.3495,106.2409,320.2,1,1,2023-09-17,0646,Aqua,MODIS,61,61.03,298.6,9,D,0
-3.1131,105.1428,315.3,1,1,2023-09-18,0302,Terra,MODIS,56,61.03,292.6,6.6,D,0
-2.7241,106.3818,303.1,2.1,1.4,2023-09-18,1521,Terra,MODIS,53,61.03,289.8,10.5,N,0
-3.1165,105.2292,304,1.6,1.3,2023-09-18,1521,Terra,MODIS,31,61.03,290.6,11.1,N,0
-3.0533,105.2965,316.8,1.9,1.4,2023-09-19,0632,Aqua,MODIS,43,61.03,297.2,22.5,D,0
-2.4531,106.2769,320.2,1.6,1.2,2023-09-19,0632,Aqua,MODIS,71,61.03,297.3,16.3,D,0
-2.6754,105.2888,322.7,1.9,1.4,2023-09-19,0632,Aqua,MODIS,53,61.03,292.2,38.2,D,0
-2.9842,105.4136,306.5,4,1.9,2023-09-19,1423,Terra,MODIS,68,61.03,288.1,53.1,N,0
-2.8888,105.4447,321.6,1.3,1.1,2023-09-20,0245,Terra,MODIS,27,61.03,300.3,13.9,D,0
-2.7955,105.362,321.2,1.7,1.3,2023-09-20,0713,Aqua,MODIS,45,61.03,300.4,22.7,D,0
-2.9069,106.805,314.4,1.1,1.1,2023-09-20,1504,Terra,MODIS,88,61.03,295.2,12.8,N,0
-2.9054,106.815,312.1,1.1,1.1,2023-09-20,1504,Terra,MODIS,83,61.03,295,10.7,N,0
-2.0084,105.223,307.3,1,1,2023-09-20,1504,Terra,MODIS,69,61.03,293.5,6,N,0
-2.5882,106.5923,314.8,1.1,1.1,2023-09-20,1504,Terra,MODIS,89,61.03,295.1,12.6,N,0
-2.9768,105.4104,311,1,1,2023-09-20,1504,Terra,MODIS,80,61.03,294.6,8.8,N,0
-2.9755,105.4194,326.7,1,1,2023-09-20,1504,Terra,MODIS,100,61.03,296,24,N,0
-2.9845,105.4207,310.6,1,1,2023-09-20,1504,Terra,MODIS,79,61.03,295,8.7,N,0
-1.6971,105.8006,311.9,1.1,1,2023-09-20,1504,Terra,MODIS,82,61.03,293.8,9.7,N,0
-1.6958,105.8099,319.6,1.1,1,2023-09-20,1504,Terra,MODIS,99,61.03,294.3,16.8,N,0
-2.3345,106.1333,320.1,2.9,1.6,2023-09-21,0326,Terra,MODIS,75,61.03,294.4,58.6,D,0
-2.871,105.4408,311.5,2.6,1.5,2023-09-21,0326,Terra,MODIS,32,61.03,295.4,25.5,D,0
-2.3371,105.9319,315.5,3.3,1.7,2023-09-21,0617,Aqua,MODIS,53,61.03,292.5,50.5,D,0
-2.523,106.2082,305.7,1.1,1.1,2023-09-21,1839,Aqua,MODIS,65,61.03,287.1,8.3,N,0
-2.2999,106.1059,321.4,1.1,1.1,2023-09-22,0659,Aqua,MODIS,74,61.03,285.3,16.9,D,0
-2.3854,106.1557,314.9,1.1,1.1,2023-09-22,0659,Aqua,MODIS,56,61.03,294.9,6.8,D,0
-2.4762,106.2263,325.4,1.1,1.1,2023-09-22,0659,Aqua,MODIS,76,61.03,300.1,15.9,D,0
-2.9212,105.2514,355.7,1,1,2023-09-22,0659,Aqua,MODIS,98,61.03,300.8,67.4,D,0
-2.9302,105.2527,331.5,1,1,2023-09-22,0659,Aqua,MODIS,56,61.03,300.9,21.1,D,0
-2.9289,105.2619,336.3,1,1,2023-09-22,0659,Aqua,MODIS,83,61.03,301,28.5,D,0
-3.1079,105.2348,361.7,1,1,2023-09-22,0659,Aqua,MODIS,100,61.03,304.9,84.9,D,0
